文章日期,文章标题,文章链接,文章简介,文章作者,是否原创,文章位置,阅读数,在看数,点赞数
2021-04-22,深信服CISAW认证培训5月班开始招生啦！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535659&idx=2&sn=bf2e83d42dd71b400977726d1fcc5bb7&chksm=beb4f34889c37a5e4a699b46519d4cb56077c22ca3aa1c7f408a5055ffe6afbc6aae13774c68&scene=27#wechat_redirect,文内有福利，不要错过！,,否,2,786,3,3
2021-04-22,一个视频，看懂深信服DaaS,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535659&idx=1&sn=5023e501d09cbb355ece57ab55fb067f&chksm=beb4f34889c37a5e90f29d3817d3aa4a269b4350a61ac7b3ba181f266a7b285b38bb30fe420f&scene=27#wechat_redirect,正片来袭,新IT,否,1,10391,39,70
2021-04-21,明天，和您聊聊数据中心未来能力趋势,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535628&idx=2&sn=c34038ab5e6660693ba3decb6c1a804f&chksm=beb4f36f89c37a7931e74c598241b4c34afcd20d76dccc8fdbbf1b4bd4815e2dfa1a09ac87d1&scene=27#wechat_redirect,深信服出席2021智慧数据中心峰会,信服云,否,2,736,1,3
2021-04-21,深信服荣获南山区2020年度服务业增长突出贡献十强企业称号,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535628&idx=3&sn=0327c8380378483f68cfa8980ef16ed2&chksm=beb4f36f89c37a79c20f6e43447153fa86fb5d7985463d457a1922aac244442fa16cd9aee172&scene=27#wechat_redirect,未来，深信服会持续提升业务创新能力，加快创新步伐，帮助用户创造更多业务价值。,,否,3,800,3,6
2021-04-21,深信服安服学院5月班开始招生啦！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535628&idx=4&sn=d8f6cf702d8ab73b58a97037c824d850&chksm=beb4f36f89c37a79a6463c72a5bade8bb87b753ecfe696a365aa66236dee33c0276167c1fd8b&scene=27#wechat_redirect,扫码咨询，不要错过！,,否,4,405,3,4
2021-04-21,突破！深信服EDR跃居第三，将全面拥抱SASE,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535628&idx=1&sn=f51467e566d0a5eea3b188424493b3af&chksm=beb4f36f89c37a79e8af36188fa922d3cb014b4628812a498bff5cacf41fc6cc3fc3cbad12dc&scene=27#wechat_redirect,深信服EDR持续为企业级用户提供「轻量易用，实时保护，东西向可视可控」的终端安全防护能力。,智安全,否,1,9559,19,34
2021-04-20,达梦张永强：和信服云共筑属于中国自己的企业数字化根基,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535543&idx=2&sn=e2c0451cea371b9bcd95ae6481f38c16&chksm=beb4f3d489c37ac262a167c122cadfb1eba77b45708e8b86e4202dffa4bb622b73e8558f4d17&scene=27#wechat_redirect,《信服云生态与你同行》栏目第二期来啦,信服云,是,2,702,5,8
2021-04-20,喜报，深信服入选首批教师实践流动站试点建设单位,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535543&idx=3&sn=f753819084a6c04d7ea69f9995a4ba67&chksm=beb4f3d489c37ac269f760de57290ee49a000aa4b70e5b28be8186a4ee22f61211c09ed1eff4&scene=27#wechat_redirect,获批成为教育部教师实践流动站首批试点建设单位,致力于人才培养的,否,3,253,3,2
2021-04-20,连续五年，深信服超融合稳居超融合市场前三,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535543&idx=1&sn=e8d2e54095ff7f09427544251b6ff265&chksm=beb4f3d489c37ac228c19f031978ef4de938fb50a9845511c2c95c8ac77674b387afad681d31&scene=27#wechat_redirect,实力再获市场认可,,否,1,10817,28,61
2021-04-19,共建数字医疗新发展︱深信服亮相卫宁健康WinningWorld2021,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535510&idx=2&sn=41f692627e0332ffa52d41da7cf2a4d3&chksm=beb4f3f589c37ae390c8a4d2468623515c4c31445c96cbb3f5751691848997ecde64f3b925ba&scene=27#wechat_redirect,深信服作为卫宁健康重要的战略合作伙伴，受邀出席大会并发表主题演讲。,,否,2,866,1,2
2021-04-19,深信服、蓝凌软件与宝兰德完成三方兼容性互认证携手共建云办公生态,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535510&idx=1&sn=c58323b7ad9882ec8119d8950a65ed6f&chksm=beb4f3f589c37ae32d62f49ea55b050944bfbdf0958c663ef775f58cf7d4b08a1269731f7f23&scene=27#wechat_redirect,,信服云,是,1,2153,4,9
2021-04-17,深信服出席第九届XDef分享关于MicrosoftSharePoint的最新安全研究成果,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535489&idx=1&sn=0b1c02eef660a863f4b074da5280f750&chksm=beb4f3e289c37af4cbf6f58fe95783b5b98f47ccb4b7538e51a2a8bc657db03c476748c9428d&scene=27#wechat_redirect,深信服蓝军首席架构师彭峙酿分享MicrosoftSharePoint多个最新高危RCE漏洞的研究成果。,智安全,否,1,2984,17,71
2021-04-16,深信服与华鲲振宇完成产品兼容性互认证,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535461&idx=2&sn=18b0b023b9b6d43252163df84d0308e5&chksm=beb4f38689c37a90d5a8915934107594419e73c95cb52ceb376001f07bc09d7202fa860eda7f&scene=27#wechat_redirect,深信服旗下信服云全栈自研的基础架构解决方案信云sCloud与华鲲振宇天宫之印服务器完成兼容性互认证。,信服云,是,2,766,4,7
2021-04-16,借力MSS安全运营，化解各行业数字化转型网络安全挑战,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535461&idx=1&sn=89da4eb961620cbbd695b30570f244b1&chksm=beb4f38689c37a907442c26ed710473f83d7317e0c459766aca49451b6f0223a68ba6a02f497&scene=27#wechat_redirect,该文章转载自：通信世界网,,否,1,2171,8,7
2021-04-15,徐州经济技术开发区教体局按下教育城域网建设“快进键”,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535447&idx=2&sn=0eea2b94dc4e9a53abe55d3977eea7fb&chksm=beb4f3b489c37aa2e820fa8861c72ba2faddebb0b69a38ee1c50b6224e2bc92214bbf36bca1e&scene=27#wechat_redirect,从基础网络建设、带宽提升、无线覆盖、应用升级，到IT资产梳理、网络安全建设。徐州教体局致力于为师生提供安全、稳定、高效、绿色的智慧教学环境，推动辖区教育高质量发展。,,否,2,761,0,5
2021-04-15,麒麟软件姚翎：信服云与麒麟软件正在为同样的愿景奋斗,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535447&idx=1&sn=fe3a81fef08d7713a50190199af778b4&chksm=beb4f3b489c37aa266ab4c59ba686e8a2fd9cfccb23d9c63a5de9f2696aca3fa7a5399582ed6&scene=27#wechat_redirect,《信服云生态与你同行》栏目第一期来啦,信服云,是,1,2946,7,13
2021-04-14,在校生看过来！深信服NISP认证培训正式启动招生啦！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535382&idx=2&sn=2df5db89def06a82302754086c83d4e0&chksm=beb4f07589c37963f9d7ae270cfb07c62ea32669859316347955f4222f30cb6c9e2cc456a923&scene=27#wechat_redirect,4问4答带你了解NISP认证培训！,,否,2,977,4,8
2021-04-14,谁能识破？深信服X战略产品的四重价值密码,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535382&idx=1&sn=99db4fdaf42e4155bfdc95f0841df34a&chksm=beb4f07589c379636ea181c1b94721631cc2bcac9231eb66e8a325526401bb123843c79a2489&scene=27#wechat_redirect,你敢猜对，我就敢奖！,新IT,否,1,5787,18,52
2021-04-12,深信服正式加入openGauss社区，共建安全可靠的企业级数据库解决方案,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535334&idx=2&sn=829d99543b8b823e6ec7529397ebd05c&chksm=beb4f00589c379134c96015cc11dc44eacba856a021f62ca57742a46d8438dd209e6ea39c7d5&scene=27#wechat_redirect,加速推进企业级数据库发展！,新IT,否,2,702,2,8
2021-04-12,深信服邀您共聚第二十三届中国高速公路信息化大会！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535334&idx=3&sn=7a19ae2a0a7d9c7c9114855dfceebfce&chksm=beb4f00589c37913e36a7dc933baa8a323c94425144944637fc3737442d6fdce1af599207297&scene=27#wechat_redirect,4月22-23日苏州国际博览中心D3馆M86号站台,,否,3,372,1,1
2021-04-12,挖掘海洋数据价值！深信服EDS存储助力山东海洋牧场数据中心建设,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535334&idx=1&sn=6f5a9cefe8e32b6b0fda4ddb3f67299a&chksm=beb4f00589c379131836b1378973be8519ff7cd049fac6ebf734615156d9ceeab1d694e06d27&scene=27#wechat_redirect,EDS成为海洋牧场发展的数据基石！,新IT,否,1,1008,8,12
2021-04-11,深信服与中国赛宝实验室正式达成战略合作,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535284&idx=1&sn=e76133843f55734a4d90a47b4eed95c7&chksm=beb4f0d789c379c1e79a80ecdc5840f319c27c639afa1f86074aa724138950cddc3169793c12&scene=27#wechat_redirect,双方将在科研合作、技术研究与技术服务等方面进行优势资源互补与深度融合，携手推动云计算与网络安全技术的创新与发展,,否,1,4092,9,26
2021-04-10,深信服再次入选Gartner亚太区WANEdge魔力象限,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535280&idx=1&sn=f7d5d0aae2fcbb3fa3e63e1be21a1ab7&chksm=beb4f0d389c379c5c3e78c8571bc914bc67e6ebc6794b4436cf62951cbb64d51e1bd691078cd&scene=27#wechat_redirect,再接再厉,智安全,否,1,4059,16,22
2021-04-09,CHINC2021医疗盛会即将开幕，深信服邀您相约杭州！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535274&idx=2&sn=bffa2bf8d3b0eca77bfe86c34ad3a427&chksm=beb4f0c989c379df02dad5ce23467ef904c4c8084d6e98f5771d4583cb254acc2cc6e209a780&scene=27#wechat_redirect,4月23-25日，邀您D036展位见。,,否,2,1396,5,4
2021-04-09,深信服1+X职业技能等级证书线上说明会启动,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535274&idx=4&sn=0f99267fcdbdb6e3e20e476a34ca8711&chksm=beb4f0c989c379dfd215c3edef7412f9ad3934e93a2a3e12b94d96b6dbf710a6e70be5dd41a5&scene=27#wechat_redirect,深信服1+X职业技能等级证书线上说明会启动,,否,3,447,0,1
2021-04-09,深信服联手十余家智慧校园生态伙伴，共同打造智慧校园云数据中心解决方案,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535274&idx=1&sn=843e2473c19fa309bfabb7b0c5847890&chksm=beb4f0c989c379df7ea367f16e95b580718dbb4c6b018fb1014f899d86480e9d1633b6844319&scene=27#wechat_redirect,深信服与十余家智慧校园生态伙伴建立了深度合作，助力教育方式更智慧、教学环境更安全、师生体验更便捷的智慧校园建设。,,否,1,2841,10,10
2021-04-08,深信服携手蓝凌软件让云办公变得更简单,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535225&idx=1&sn=a3abe5bd684bda512ae49f400675e068&chksm=beb4f09a89c3798ce633a151f9c23691ee407dd751f851a0289fedbce5283d96402e468eb53e&scene=27#wechat_redirect,蓝凌软件与深信服共同完成了蓝凌企业知识化平台软件EKPV15与信云sCloud的产品兼容性互认证测试。测试结果显示，双方功能兼容性良好，运行稳定、性能优越。,信服云,是,1,4220,10,18
2021-04-07,邀请函，第79届中国教育装备展，深信服来了！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535215&idx=2&sn=0f7fdbaadb4003bc74dcdc6cb0d65d51&chksm=beb4f08c89c3799ab2825e67ce5f02fa6615b72e95ace57e6bae4eec5685867ad52e868c9550&scene=27#wechat_redirect,厦门国际会议展览中心，C1-1001展位见！,,否,2,3100,8,5
2021-04-07,考试院的安全能力圈：从“面向威胁”到“面向能力”,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535215&idx=3&sn=1c5d9ed8fdba3c01c810620dc225038b&chksm=beb4f08c89c3799ad87ce1a35559a1908a1d3de47d5410527ed193892d0f3a33e433b387a76e&scene=27#wechat_redirect,,,否,3,198,0,1
2021-04-07,深信服产业大学携手江西省医院网络安全联盟助力医疗行业安全人才培养,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535215&idx=4&sn=f3dad1d85c9b92eae22923ea9b033242&chksm=beb4f08c89c3799a000ebb9d12d5a69107a8a3005f55e0ffdcbb2a3989045fc3305644f89f76&scene=27#wechat_redirect,江西省首届卫生健康行业网络安全技能大赛,,否,4,192,1,1
2021-04-07,666！深信服EDR成为国内首家在AV-TEST测评中获得满分的企业级终端安全产品，,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535215&idx=1&sn=a55e375eda7bb638d8a5ba1edceccb6d&chksm=beb4f08c89c3799a2b8447cb9ac8d2f2eb2de245b48304d7f7f0ef4b0fad0c920ca767026aea&scene=27#wechat_redirect,深信服EDR在检测能力、检测速度以及可用性三个评估维度全部满分。,智安全,否,1,12355,34,68
2021-04-06,防守方指南，这是一场「攻」与「防」的对话,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535165&idx=2&sn=50e3d3e1dfe47de42aa59f0ac116d6df&chksm=beb4f15e89c37848b23a73dec6747f87eb406ab4689503574205e5477377a0462513feea8cc2&scene=27#wechat_redirect,且看攻击方作妖之道以及防守方的降魔之法。,智安全,否,2,4656,14,40
2021-04-06,助力冬奥！深信服EDS存储携北京广播电视台带来超清赛事呈现,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535165&idx=1&sn=faec9a32edb36ecd1a920ea3bb03c316&chksm=beb4f15e89c378485a560a71a5a616db4217014627b164509689077bf4c7d3922b04a76f98c3&scene=27#wechat_redirect,EDS存储带你走进超清冬奥盛会！,新IT,否,1,2284,16,26
2021-04-02,深信服参与发起中国智慧能源产业联盟网络安全专委会，护航智慧能源,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535153&idx=3&sn=dc1706b6a3c048c80047cd56aabe2891&chksm=beb4f15289c378440ecc9a41e2e79bda8815698ff667642821090c4dfefa748e031fdf31637b&scene=27#wechat_redirect,中国智慧能源产业联盟2021年会员大会暨第一届理事会第三次会议在北京举行。,,否,2,726,2,7
2021-04-02,深信服3月安全快报，REvil勒索团伙出动；AF推出免费试用云蜜罐活动；15万摄像头被黑视频监控网络安全敲警钟,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535153&idx=4&sn=9769d3b5e5a0d37876d279c68d9548e8&chksm=beb4f15289c3784498b74afbf7b5b72115db0df1aec9dd731dd98d56b843bf32467a384c1b27&scene=27#wechat_redirect,来这里，掌握最新安全动向。,智安全,否,3,341,0,1
2021-04-02,连续12年IDC安全内容管理市场占有率第一，深信服AC全面拥抱SASE,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535153&idx=1&sn=05c8dd11f549bd85ae360b4cd28e8791&chksm=beb4f15289c37844785c1ffe67adf574263e0f5781f9483c03f295ae7258cdd123126cf79286&scene=27#wechat_redirect,由端到网，全流程管控用户行为，全局感知和闭环处置内部风险。,智安全,否,1,4523,6,29
2021-04-01,汤臣倍健携手信服云，建设“混合云管平台”,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535089&idx=2&sn=1a51101c6a077f6b1e5464e0f17bad56&chksm=beb4f11289c3780451b231ad84bc618fb177afec72c4bb413378e23219334379d297de1f7711&scene=27#wechat_redirect,有效整合云上云下资源，实现统一管理和调度,杂志社,否,2,1209,1,11
2021-04-01,信服云刘继东：全栈云平台帮助企业应对数字化转型的技术挑战,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535089&idx=1&sn=e849b473f16062a3782ef0ab7b15864e&chksm=beb4f11289c378049a5f73195df39afb9ad325852db97f01145ee53ac419f5e65514d63b4bce&scene=27#wechat_redirect,新形势下，企业的数字化转型之道,信服云,否,1,1567,5,11
2021-03-31,深信服CISAW认证培训4月班开始报名啦！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535009&idx=2&sn=95a017c90427e62d2fbf25f6571c4efc&chksm=beb4f1c289c378d42f4e1d123c40d6892c562f7c990c98a6d2aa8e254eabf95268e7d3421792&scene=27#wechat_redirect,欢迎扫描文中二维码，或联系深信服各区域销售报名！,,否,2,678,3,3
2021-03-31,深信服出席智慧高校CIO上海论坛，发布高校云化演进方案,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650535009&idx=1&sn=8def78705dc2a97c99f26c2df0b25935&chksm=beb4f1c289c378d4e0765c0c77ca6e1648243ac2eb521d7732069a4443937d329af1806a764d&scene=27#wechat_redirect,深信服发布云化演进三大方案助力教育行业驶入“全面上云”快车道,,否,1,1071,6,4
2021-03-30,明天下午，一起围观数字化转型现场论道,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534984&idx=2&sn=0dd14117e27e19d62fc0ca964c2de24e&chksm=beb4f1eb89c378fd9571a271dd7c05c33bd8043de5f41e1fdbb59ed5c1f7cd70f44acf9e49b9&scene=27#wechat_redirect,3月31日，数字化转型发展高峰论坛在北京举办，信服云解决方案总监刘继东将带来《新形势下，企业数字化转型之道》的主题演讲，和大家共同探讨数字化如何赋能企业转型升级。,,否,2,516,1,3
2021-03-30,深信服出席中国（武汉）智慧安防建设发展论坛，分享&quot;1+3+N&quot;视频监控网络安全保障新思路,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534984&idx=3&sn=57ba0ee320c34a0dd21a9e07420ee278&chksm=beb4f1eb89c378fd235bec92d8ba8da2120d599f306e05e250fc6b1ddbc0445c7fe9fc49ff52&scene=27#wechat_redirect,助力视频监控网络安全「可靠、可控」,智安全,否,3,1951,5,10
2021-03-30,深信服CISP认证培训4-6月班开始报名啦！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534984&idx=4&sn=754b61b73938285bf7bfcf37ce565a1e&chksm=beb4f1eb89c378fdf109b11b1602ea7fee3ac3023760a9c1c3022c7987979e28560ff5b2ccfb&scene=27#wechat_redirect,欢迎扫描文中二维码，或联系深信服各区域销售报名！,,否,4,872,3,3
2021-03-30,深信服EDS存储为阳煤集团总医院开出“存储良方”,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534984&idx=1&sn=ead9ef58bb4dfd39df8ad19f4ca110a9&chksm=beb4f1eb89c378fd06a4447d5eea13e62f36d45d4be45e715c01104fbb555ae176d5e7ff472c&scene=27#wechat_redirect,EDS又一家三甲医院用户！,新IT,否,1,1881,6,13
2021-03-29,深信服加入天翼网信安全产业联盟与联盟单位携手构建网信安全新生态,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534911&idx=1&sn=1def126525b9673e1a891eef024a582b&chksm=beb4f65c89c37f4a7ec0b4d4a9042aa2e6d0fd76af3450d28be187234125e4fee35bd04c76ba&scene=27#wechat_redirect,深信服将与各联盟成员单位紧密合作，共同围绕云网安全、移动（5G）安全、量子安全、数据安全、智慧城市安全等重点领域，不断投入研发，开展产品与技术创新，为用户创造出新的价值。,,否,1,1909,9,13
2021-03-26,线上直播｜安全攻防实战人才能力解析,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534868&idx=2&sn=060ef8bfe4da8ac7ac76a072d57733ef&chksm=beb4f67789c37f61dc4878074156129e77660136dca3e622b78e3f2b24ce1a8eb4e72a251c06&scene=27#wechat_redirect,免费获取VIP名额观看直播,,否,2,555,1,6
2021-03-26,MSSQL数据库攻击实战指北，防守方攻略,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534868&idx=1&sn=db6a35819eb0efd49deddc0d2c072465&chksm=beb4f67789c37f61b1e45a73dfbbcfebc357d81c21e8c277e87480a69c7c92782d1971a1bc98&scene=27#wechat_redirect,了解攻击方那些“出其不意”的招式~,蓝军漏洞团队,否,1,1339,5,5
2021-03-24,深信服全新ISV业务启动，打造面向生态的业务创新,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534830&idx=2&sn=5c7d3e1d781c91ac20cabc4e714d3ee9&chksm=beb4f60d89c37f1be7e9b1bf1964abd035c3d94452a2e4f2a6850da08a384a11074cf8ccb521&scene=27#wechat_redirect,将软件应用合作伙伴作为重要的一类客户，并且针对ISV合作伙伴建立全新的流程、政策以及专属的技术方案,,否,2,1294,3,10
2021-03-24,深信服与中国移动（成都）产业研究院达成战略合作，加速5G商用落地,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534830&idx=3&sn=53a4c38eda962619009866b39640dc2c&chksm=beb4f60d89c37f1b159eae96040c5d28efd6e4dfe67c9ee1442ba4f54d1c6ab0dbf5cf7295fe&scene=27#wechat_redirect,双方将优势互补，深度协同，推动5G、边缘云计算、新网络安全等信息技术在教育、医疗、农商等行业的应用落地，助力数字中国建设。,,否,3,1580,5,18
2021-03-24,“网络安全万人培训资助计划”正式启动，深信服签约入驻国家网络安全培训基地,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534830&idx=4&sn=66f59d062f1ffcb8d01fca88cdaf0976&chksm=beb4f60d89c37f1bedf559cc613e29ce0ad6f937027c6fc7d92441b3b7e4c18fec9bbf4f8fe7&scene=27#wechat_redirect,为建设国家级国家网络安全培训机构、推动基地建设和人才培养贡献力量,,否,4,923,4,10
2021-03-24,携手共赢，“能”见未来｜2021深信服能源合作伙伴大会圆满落幕！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534830&idx=5&sn=da31f6794822542f0efbec786281da1e&chksm=beb4f60d89c37f1bec9a3aacfd68385860478060fb0c5d42c9425964d5c772cb5d0774f1489d&scene=27#wechat_redirect,深信服能源事业部与行业合作伙伴共商“深信服能源行业经营战略”，与岳能科技发布联合开发的新能源集控整体解决方案。,,否,5,659,1,5
2021-03-24,全面开放优势资源信服云公布生态伙伴计划,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534830&idx=1&sn=94aed692574ef53b5d142e58c5281fba&chksm=beb4f60d89c37f1b4d8156c79daa83e76b351fd52e9284c98616fc8dd095659ca8ca0f833f8f&scene=27#wechat_redirect,信服云将在3年内投入5亿资金，携手云计算产业多方生态伙伴，共同打造深度融合的产品、解决方案与服务，构建开放共赢、联合创新的应用生态圈、基础软件生态圈和硬件平台生态圈，助力云计算产业进一步融合发展。,,否,1,3000,8,12
2021-03-23,2021，新征程，共跨越,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534771&idx=1&sn=8a34cabc941bcae2aa73be973d820807&chksm=beb4f6d089c37fc62bb625cd1f57789d014330c7db91f7ebfd06b42eed9bb984da8b808204c0&scene=27#wechat_redirect,深信服第13届核心合作伙伴论坛,,否,1,18460,59,181
2021-03-21,3.25亿！REvil勒索团伙又出动，深信服EDR来给用户打个“勒索病毒预防针”,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534734&idx=1&sn=b3de2c192ee0d17d396c3f561598a4f8&chksm=beb4f6ed89c37ffba429f69114581fffb18a5f27a84510f79e81eaa11c28b33f2ae2141dd161&scene=27#wechat_redirect,想要提前防范勒索病毒，可申请深信服EDR免费试用。,,否,1,10442,19,29
2021-03-20,千校千面，深信服开启多元校企合作、协同育人新模式,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534657&idx=1&sn=d50ec5cbdc7b6e53ca75d4c98ee36051&chksm=beb4f6a289c37fb499a282c4d9f4b90987f28ca54a243d89f970a5dccf1c93f21cf7100c44c8&scene=27#wechat_redirect,为学校量身打造定制化人才培养方案,,否,1,3434,5,20
2021-03-19,牵手长亭，「目极千里洞见安全」安全技术沙龙来了！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534656&idx=2&sn=c888ac49264200a14bfabb527358f6f7&chksm=beb4f6a389c37fb56780e1a0e97a023f615cf33b532136d05ce5de2dc4e2d1efc26056e6d97f&scene=27#wechat_redirect,助您在攻防大作战中有规可循，有迹可觅。,智安全,否,2,597,2,10
2021-03-19,请收下深信服“二四二”方案，为您的网络安全实战演练支招,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534656&idx=1&sn=d87937a7d94e8af53054446a94ae4dca&chksm=beb4f6a389c37fb51e59289805593aef1a1532aa6393024a5cf045eb6ce58fbdeb2ec3c6ca42&scene=27#wechat_redirect,始于演练，精于实战。,智安全,否,1,1888,8,11
2021-03-18,深信服携手汕头大学共建“网络安全与人工智能产业学院”，培养高质量产业人才,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534627&idx=2&sn=156b927d1cfb057ffd90fcccd7b7062d&chksm=beb4f74089c37e56f78423d9ec96e8297497e31038861515d865975daaf16ecd089af3362ff4&scene=27#wechat_redirect,汕头大学网络安全与人工智能产业学院成立揭牌仪式在汕头大学行政楼举行。,致力于人才培养的,否,2,1276,8,12
2021-03-18,2021，金融行业“云+安全”技术基座线上直播论坛成功举办,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534627&idx=1&sn=698debdfbd74d639e7f1197d99600b89&chksm=beb4f74089c37e56271d088c09fa916d87a1510bd469ad4216f2cd8f361878fdd7d1b007e852&scene=27#wechat_redirect,围绕金融科技创新与浪潮，探讨新基建背景下的数字化转型与网络安全建设。,,否,1,797,9,9
2021-03-17,深信服安服学院4月班开始招生啦！,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534585&idx=2&sn=b88cc8061f26a427431ddea45ccb1812&chksm=beb4f71a89c37e0c1cd8f89bd21de31cf4e01caaf1b783b15e0c58fbf7dc3255f46a791a83aa&scene=27#wechat_redirect,内有安全服务赋能培训、安全资质认证培训，马上扫码咨询报名~,,否,2,1662,0,1
2021-03-17,聚焦新基建，共议如何构建高效持续的信息技术基座,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534585&idx=3&sn=a9c42148a02cbe1e8012f834e1a88565&chksm=beb4f71a89c37e0c6e0a50f647dce0726ca1641fdd263cb3403718e368427aca3777d9ac19e6&scene=27#wechat_redirect,《金融电子化》金融科技直播间将于3月18日举办2021年第四期“金融科技直播间·线上论坛”，欢迎报名。,,否,3,258,1,1
2021-03-17,Web绕过防不胜防？深信服下一代防火墙为您支招（文末赠送云蜜罐试用福利）,http://mp.weixin.qq.com/s?__biz=MjM5MTAzNjYyMA==&mid=2650534585&idx=1&sn=e05a651dbeea15117c766e488f6b6efc&chksm=beb4f71a89c37e0cfedd8696c3eac3b709d98ecc014ead498b6d881e298cec95ae14055238ed&scene=27#wechat_redirect,文末福利：免费试用云蜜罐一个月,智安全,否,1,4584,7,15
